gvkey,iid,datadate,tic,prccd
170617,01,2013-02-12,META,27.37000000
170617,01,2013-02-13,META,27.90750000
170617,01,2013-02-14,META,28.50000000
170617,01,2013-02-15,META,28.32000000
170617,01,2013-02-19,META,28.93000000
170617,01,2013-02-20,META,28.46200000
170617,01,2013-02-21,META,27.28300000
170617,01,2013-02-22,META,27.13000000
170617,01,2013-02-25,META,27.27000000
170617,01,2013-02-26,META,27.39000000
170617,01,2013-02-27,META,26.87000000
170617,01,2013-02-28,META,27.25000000
170617,01,2013-03-01,META,27.78000000
170617,01,2013-03-04,META,27.72000000
170617,01,2013-03-05,META,27.52000000
170617,01,2013-03-06,META,27.45250000
170617,01,2013-03-07,META,28.57800000
170617,01,2013-03-08,META,27.96000000
170617,01,2013-03-11,META,28.14000000
170617,01,2013-03-12,META,27.83000000
170617,01,2013-03-13,META,27.08000000
170617,01,2013-03-14,META,27.04000000
170617,01,2013-03-15,META,26.64500000
170617,01,2013-03-18,META,26.49000000
170617,01,2013-03-19,META,26.55000000
170617,01,2013-03-20,META,25.86000000
170617,01,2013-03-21,META,25.74000000
170617,01,2013-03-22,META,25.73000000
170617,01,2013-03-25,META,25.13100000
170617,01,2013-03-26,META,25.20500000
170617,01,2013-03-27,META,26.09000000
170617,01,2013-03-28,META,25.58000000
170617,01,2013-04-01,META,25.53000000
170617,01,2013-04-02,META,25.42000000
170617,01,2013-04-03,META,26.25000000
170617,01,2013-04-04,META,27.07250000
170617,01,2013-04-05,META,27.39000000
170617,01,2013-04-08,META,26.84900000
170617,01,2013-04-09,META,26.59000000
170617,01,2013-04-10,META,27.57000000
170617,01,2013-04-11,META,28.01750000
170617,01,2013-04-12,META,27.40000000
170617,01,2013-04-15,META,26.52000000
170617,01,2013-04-16,META,26.92000000
170617,01,2013-04-17,META,26.62500000
170617,01,2013-04-18,META,25.69000000
170617,01,2013-04-19,META,25.73000000
170617,01,2013-04-22,META,25.97000000
170617,01,2013-04-23,META,25.98000000
170617,01,2013-04-24,META,26.11000000
170617,01,2013-04-25,META,26.14000000
170617,01,2013-04-26,META,26.85000000
170617,01,2013-04-29,META,26.98000000
170617,01,2013-04-30,META,27.76900000
170617,01,2013-05-01,META,27.43000000
170617,01,2013-05-02,META,28.97000000
170617,01,2013-05-03,META,28.31100000
170617,01,2013-05-06,META,27.57000000
170617,01,2013-05-07,META,26.88900000
170617,01,2013-05-08,META,27.12000000
170617,01,2013-05-09,META,27.04000000
170617,01,2013-05-10,META,26.68000000
170617,01,2013-05-13,META,26.82000000
170617,01,2013-05-14,META,27.07000000
170617,01,2013-05-15,META,26.60000000
170617,01,2013-05-16,META,26.13000000
170617,01,2013-05-17,META,26.25000000
170617,01,2013-05-20,META,25.75900000
170617,01,2013-05-21,META,25.66000000
170617,01,2013-05-22,META,25.15900000
170617,01,2013-05-23,META,25.06000000
170617,01,2013-05-24,META,24.31250000
170617,01,2013-05-28,META,24.10000000
170617,01,2013-05-29,META,23.32000000
170617,01,2013-05-30,META,24.55000000
170617,01,2013-05-31,META,24.34800000
170617,01,2013-06-03,META,23.84800000
170617,01,2013-06-04,META,23.52000000
170617,01,2013-06-05,META,22.89900000
170617,01,2013-06-06,META,22.97000000
170617,01,2013-06-07,META,23.29100000
170617,01,2013-06-10,META,24.33000000
170617,01,2013-06-11,META,24.03000000
170617,01,2013-06-12,META,23.77000000
170617,01,2013-06-13,META,23.73000000
170617,01,2013-06-14,META,23.63000000
170617,01,2013-06-17,META,24.02200000
170617,01,2013-06-18,META,24.21000000
170617,01,2013-06-19,META,24.30900000
170617,01,2013-06-20,META,23.90000000
170617,01,2013-06-21,META,24.53000000
170617,01,2013-06-24,META,23.93500000
170617,01,2013-06-25,META,24.25000000
170617,01,2013-06-26,META,24.16000000
170617,01,2013-06-27,META,24.66000000
170617,01,2013-06-28,META,24.88000000
170617,01,2013-07-01,META,24.81000000
170617,01,2013-07-02,META,24.41000000
170617,01,2013-07-03,META,24.52000000
170617,01,2013-07-05,META,24.37000000
170617,01,2013-07-08,META,24.71000000
170617,01,2013-07-09,META,25.48000000
170617,01,2013-07-10,META,25.80000000
170617,01,2013-07-11,META,25.81000000
170617,01,2013-07-12,META,25.91000000
170617,01,2013-07-15,META,26.28000000
170617,01,2013-07-16,META,26.32000000
170617,01,2013-07-17,META,26.65000000
170617,01,2013-07-18,META,26.18000000
170617,01,2013-07-19,META,25.88100000
170617,01,2013-07-22,META,26.04500000
170617,01,2013-07-23,META,26.13000000
170617,01,2013-07-24,META,26.51000000
170617,01,2013-07-25,META,34.35900000
170617,01,2013-07-26,META,34.01000000
170617,01,2013-07-29,META,35.43000000
170617,01,2013-07-30,META,37.62700000
170617,01,2013-07-31,META,36.80000000
170617,01,2013-08-01,META,37.48900000
170617,01,2013-08-02,META,38.05000000
170617,01,2013-08-05,META,39.18900000
170617,01,2013-08-06,META,38.55000000
170617,01,2013-08-07,META,38.87000000
170617,01,2013-08-08,META,38.54000000
170617,01,2013-08-09,META,38.50000000
170617,01,2013-08-12,META,38.22000000
170617,01,2013-08-13,META,37.01900000
170617,01,2013-08-14,META,36.65000000
170617,01,2013-08-15,META,36.56000000
170617,01,2013-08-16,META,37.08000000
170617,01,2013-08-19,META,37.81000000
170617,01,2013-08-20,META,38.41000000
170617,01,2013-08-21,META,38.32000000
170617,01,2013-08-22,META,38.55000000
170617,01,2013-08-23,META,40.55000000
170617,01,2013-08-26,META,41.34000000
170617,01,2013-08-27,META,39.64000000
170617,01,2013-08-28,META,40.54800000
170617,01,2013-08-29,META,41.28000000
170617,01,2013-08-30,META,41.29400000
170617,01,2013-09-03,META,41.87000000
170617,01,2013-09-04,META,41.78000000
170617,01,2013-09-05,META,42.66000000
170617,01,2013-09-06,META,43.95000000
170617,01,2013-09-09,META,44.04000000
170617,01,2013-09-10,META,43.60000000
170617,01,2013-09-11,META,45.04000000
170617,01,2013-09-12,META,44.75000000
170617,01,2013-09-13,META,44.31000000
170617,01,2013-09-16,META,42.51000000
170617,01,2013-09-17,META,45.07000000
170617,01,2013-09-18,META,45.23000000
170617,01,2013-09-19,META,45.98000000
170617,01,2013-09-20,META,47.49000000
170617,01,2013-09-23,META,47.19000000
170617,01,2013-09-24,META,48.45000000
170617,01,2013-09-25,META,49.46000000
170617,01,2013-09-26,META,50.39000000
170617,01,2013-09-27,META,51.24000000
170617,01,2013-09-30,META,50.23000000
170617,01,2013-10-01,META,50.42000000
170617,01,2013-10-02,META,50.28000000
170617,01,2013-10-03,META,49.18300000
170617,01,2013-10-04,META,51.04000000
170617,01,2013-10-07,META,50.51500000
170617,01,2013-10-08,META,47.14000000
170617,01,2013-10-09,META,46.77000000
170617,01,2013-10-10,META,49.05000000
170617,01,2013-10-11,META,49.11000000
170617,01,2013-10-14,META,49.51000000
170617,01,2013-10-15,META,49.50000000
170617,01,2013-10-16,META,51.13500000
170617,01,2013-10-17,META,52.21000000
170617,01,2013-10-18,META,54.22000000
170617,01,2013-10-21,META,53.85000000
170617,01,2013-10-22,META,52.67500000
170617,01,2013-10-23,META,51.90000000
170617,01,2013-10-24,META,52.44500000
170617,01,2013-10-25,META,51.95000000
170617,01,2013-10-28,META,50.22900000
170617,01,2013-10-29,META,49.39500000
170617,01,2013-10-30,META,49.01000000
170617,01,2013-10-31,META,50.20500000
170617,01,2013-11-01,META,49.75000000
170617,01,2013-11-04,META,48.22000000
170617,01,2013-11-05,META,50.10500000
170617,01,2013-11-06,META,49.12000000
170617,01,2013-11-07,META,47.56000000
170617,01,2013-11-08,META,47.53000000
170617,01,2013-11-11,META,46.20000000
170617,01,2013-11-12,META,46.60500000
170617,01,2013-11-13,META,48.71000000
170617,01,2013-11-14,META,48.99000000
170617,01,2013-11-15,META,49.01000000
170617,01,2013-11-18,META,45.83000000
170617,01,2013-11-19,META,46.36000000
170617,01,2013-11-20,META,46.43000000
170617,01,2013-11-21,META,46.70000000
170617,01,2013-11-22,META,46.23000000
170617,01,2013-11-25,META,44.82000000
170617,01,2013-11-26,META,45.89000000
170617,01,2013-11-27,META,46.49000000
170617,01,2013-11-29,META,47.01000000
170617,01,2013-12-02,META,47.06000000
170617,01,2013-12-03,META,46.73000000
170617,01,2013-12-04,META,48.62000000
170617,01,2013-12-05,META,48.34000000
170617,01,2013-12-06,META,47.94000000
170617,01,2013-12-09,META,48.84000000
170617,01,2013-12-10,META,50.24500000
170617,01,2013-12-11,META,49.38000000
170617,01,2013-12-12,META,51.83000000
170617,01,2013-12-13,META,53.32000000
170617,01,2013-12-16,META,53.81000000
170617,01,2013-12-17,META,54.86000000
170617,01,2013-12-18,META,55.57000000
170617,01,2013-12-19,META,55.05000000
170617,01,2013-12-20,META,55.12000000
170617,01,2013-12-23,META,57.77000000
170617,01,2013-12-24,META,57.96000000
170617,01,2013-12-26,META,57.73000000
170617,01,2013-12-27,META,55.44000000
170617,01,2013-12-30,META,53.71000000
170617,01,2013-12-31,META,54.64900000
170617,01,2014-01-02,META,54.71000000
170617,01,2014-01-03,META,54.55700000
170617,01,2014-01-06,META,57.20000000
170617,01,2014-01-07,META,57.92000000
170617,01,2014-01-08,META,58.23000000
170617,01,2014-01-09,META,57.22000000
170617,01,2014-01-10,META,57.94000000
170617,01,2014-01-13,META,55.91000000
170617,01,2014-01-14,META,57.74000000
170617,01,2014-01-15,META,57.60000000
170617,01,2014-01-16,META,57.19000000
170617,01,2014-01-17,META,56.30000000
170617,01,2014-01-21,META,58.51000000
170617,01,2014-01-22,META,57.51000000
170617,01,2014-01-23,META,56.63000000
170617,01,2014-01-24,META,54.45000000
170617,01,2014-01-27,META,53.55000000
170617,01,2014-01-28,META,55.14000000
170617,01,2014-01-29,META,53.53000000
170617,01,2014-01-30,META,61.08000000
170617,01,2014-01-31,META,62.57000000
170617,01,2014-02-03,META,61.48000000
170617,01,2014-02-04,META,62.75000000
170617,01,2014-02-05,META,62.19000000
170617,01,2014-02-06,META,62.16000000
170617,01,2014-02-07,META,64.32000000
170617,01,2014-02-10,META,63.54800000
170617,01,2014-02-11,META,64.85100000
170617,01,2014-02-12,META,64.45000000
170617,01,2014-02-13,META,67.33000000
170617,01,2014-02-14,META,67.09000000
170617,01,2014-02-18,META,67.30000000
170617,01,2014-02-19,META,68.06000000
170617,01,2014-02-20,META,69.63000000
170617,01,2014-02-21,META,68.59000000
170617,01,2014-02-24,META,70.78000000
170617,01,2014-02-25,META,69.85000000
170617,01,2014-02-26,META,69.26000000
170617,01,2014-02-27,META,68.94000000
170617,01,2014-02-28,META,68.46000000
170617,01,2014-03-03,META,67.41000000
170617,01,2014-03-04,META,68.80000000
170617,01,2014-03-05,META,71.57000000
170617,01,2014-03-06,META,70.84000000
170617,01,2014-03-07,META,69.80000000
170617,01,2014-03-10,META,72.03000000
170617,01,2014-03-11,META,70.10000000
170617,01,2014-03-12,META,70.87990000
170617,01,2014-03-13,META,68.83000000
170617,01,2014-03-14,META,67.72000000
170617,01,2014-03-17,META,68.73990000
170617,01,2014-03-18,META,69.19000000
170617,01,2014-03-19,META,68.24000000
170617,01,2014-03-20,META,66.97000000
170617,01,2014-03-21,META,67.24000000
170617,01,2014-03-24,META,64.10000000
170617,01,2014-03-25,META,64.89000000
170617,01,2014-03-26,META,60.38500000
170617,01,2014-03-27,META,60.97000000
170617,01,2014-03-28,META,60.01000000
170617,01,2014-03-31,META,60.24000000
170617,01,2014-04-01,META,62.62000000
170617,01,2014-04-02,META,62.72000000
170617,01,2014-04-03,META,59.49000000
170617,01,2014-04-04,META,56.74900000
170617,01,2014-04-07,META,56.95000000
170617,01,2014-04-08,META,58.19010000
170617,01,2014-04-09,META,62.41000000
170617,01,2014-04-10,META,59.16000000
170617,01,2014-04-11,META,58.53000000
170617,01,2014-04-14,META,58.89000000
170617,01,2014-04-15,META,59.09000000
170617,01,2014-04-16,META,59.72000000
170617,01,2014-04-17,META,58.94000000
170617,01,2014-04-21,META,61.24000000
170617,01,2014-04-22,META,63.03010000
170617,01,2014-04-23,META,61.36000000
170617,01,2014-04-24,META,60.87000000
170617,01,2014-04-25,META,57.71000000
170617,01,2014-04-28,META,56.14000000
170617,01,2014-04-29,META,58.15000000
170617,01,2014-04-30,META,59.78000000
170617,01,2014-05-01,META,61.15000000
170617,01,2014-05-02,META,60.46000000
170617,01,2014-05-05,META,61.22000000
170617,01,2014-05-06,META,58.53000000
170617,01,2014-05-07,META,57.39000000
170617,01,2014-05-08,META,56.76000000
170617,01,2014-05-09,META,57.24000000
170617,01,2014-05-12,META,59.83000000
170617,01,2014-05-13,META,59.83000000
170617,01,2014-05-14,META,59.23000000
170617,01,2014-05-15,META,57.91900000
170617,01,2014-05-16,META,58.01990000
170617,01,2014-05-19,META,59.21000000
170617,01,2014-05-20,META,58.56000000
170617,01,2014-05-21,META,60.49000000
170617,01,2014-05-22,META,60.52000000
170617,01,2014-05-23,META,61.35100000
170617,01,2014-05-27,META,63.48000000
170617,01,2014-05-28,META,63.51000000
170617,01,2014-05-29,META,63.83000000
170617,01,2014-05-30,META,63.30000000
170617,01,2014-06-02,META,63.08000000
170617,01,2014-06-03,META,62.87000000
170617,01,2014-06-04,META,63.34000000
170617,01,2014-06-05,META,63.18600000
170617,01,2014-06-06,META,62.50000000
170617,01,2014-06-09,META,62.88000000
170617,01,2014-06-10,META,65.77000000
170617,01,2014-06-11,META,65.78100000
170617,01,2014-06-12,META,64.29010000
170617,01,2014-06-13,META,64.50000000
170617,01,2014-06-16,META,64.19000000
170617,01,2014-06-17,META,64.40000000
170617,01,2014-06-18,META,65.60000000
170617,01,2014-06-19,META,64.34150000
170617,01,2014-06-20,META,64.50000000
170617,01,2014-06-23,META,65.37000000
170617,01,2014-06-24,META,65.72000000
170617,01,2014-06-25,META,67.44000000
170617,01,2014-06-26,META,67.13000000
170617,01,2014-06-27,META,67.60000000
170617,01,2014-06-30,META,67.29000000
170617,01,2014-07-01,META,68.06000000
170617,01,2014-07-02,META,66.45000000
170617,01,2014-07-03,META,66.29000000
170617,01,2014-07-07,META,65.29000000
170617,01,2014-07-08,META,62.76000000
170617,01,2014-07-09,META,64.97000000
170617,01,2014-07-10,META,64.87250000
170617,01,2014-07-11,META,66.34000000
170617,01,2014-07-14,META,67.90000000
170617,01,2014-07-15,META,67.16500000
170617,01,2014-07-16,META,67.66000000
170617,01,2014-07-17,META,66.40990000
170617,01,2014-07-18,META,68.41990000
170617,01,2014-07-21,META,69.40000000
170617,01,2014-07-22,META,69.27000000
170617,01,2014-07-23,META,71.29000000
170617,01,2014-07-24,META,74.98000000
170617,01,2014-07-25,META,75.19000000
170617,01,2014-07-28,META,74.92000000
170617,01,2014-07-29,META,73.71000000
170617,01,2014-07-30,META,74.67700000
170617,01,2014-07-31,META,72.65000000
170617,01,2014-08-01,META,72.36000000
170617,01,2014-08-04,META,73.51000000
170617,01,2014-08-05,META,72.69000000
170617,01,2014-08-06,META,72.47000000
170617,01,2014-08-07,META,73.17000000
170617,01,2014-08-08,META,73.06000000
170617,01,2014-08-11,META,73.44000000
170617,01,2014-08-12,META,72.83000000
170617,01,2014-08-13,META,73.77000000
170617,01,2014-08-14,META,74.29600000
170617,01,2014-08-15,META,73.63000000
170617,01,2014-08-18,META,74.59000000
170617,01,2014-08-19,META,75.29000000
170617,01,2014-08-20,META,74.81000000
170617,01,2014-08-21,META,74.57000000
170617,01,2014-08-22,META,74.57000000
170617,01,2014-08-25,META,75.02000000
170617,01,2014-08-26,META,75.96010000
170617,01,2014-08-27,META,74.63000000
170617,01,2014-08-28,META,73.85500000
170617,01,2014-08-29,META,74.82000000
170617,01,2014-09-02,META,76.68000000
170617,01,2014-09-03,META,75.83000000
170617,01,2014-09-04,META,75.95000000
170617,01,2014-09-05,META,77.26000000
170617,01,2014-09-08,META,77.89000000
170617,01,2014-09-09,META,76.67000000
170617,01,2014-09-10,META,77.43000000
170617,01,2014-09-11,META,77.92000000
170617,01,2014-09-12,META,77.48000000
170617,01,2014-09-15,META,74.58000000
170617,01,2014-09-16,META,76.08000000
170617,01,2014-09-17,META,76.43000000
170617,01,2014-09-18,META,77.00000000
170617,01,2014-09-19,META,77.91000000
170617,01,2014-09-22,META,76.80000000
170617,01,2014-09-23,META,78.29000000
170617,01,2014-09-24,META,78.53500000
170617,01,2014-09-25,META,77.22000000
170617,01,2014-09-26,META,78.79000000
170617,01,2014-09-29,META,79.00000000
170617,01,2014-09-30,META,79.04000000
170617,01,2014-10-01,META,76.55000000
170617,01,2014-10-02,META,77.08000000
170617,01,2014-10-03,META,77.44000000
170617,01,2014-10-06,META,77.55500000
170617,01,2014-10-07,META,76.29000000
170617,01,2014-10-08,META,77.52000000
170617,01,2014-10-09,META,75.91000000
170617,01,2014-10-10,META,72.91000000
170617,01,2014-10-13,META,72.99000000
170617,01,2014-10-14,META,73.59000000
170617,01,2014-10-15,META,73.21000000
170617,01,2014-10-16,META,72.63000000
170617,01,2014-10-17,META,75.95000000
170617,01,2014-10-20,META,76.95000000
170617,01,2014-10-21,META,78.69000000
170617,01,2014-10-22,META,78.37000000
170617,01,2014-10-23,META,80.04000000
170617,01,2014-10-24,META,80.67000000
170617,01,2014-10-27,META,80.28000000
170617,01,2014-10-28,META,80.77000000
170617,01,2014-10-29,META,75.86000000
170617,01,2014-10-30,META,74.11000000
170617,01,2014-10-31,META,74.99000000
170617,01,2014-11-03,META,73.88000000
170617,01,2014-11-04,META,75.76000000
170617,01,2014-11-05,META,74.83000000
170617,01,2014-11-06,META,75.26000000
170617,01,2014-11-07,META,75.60000000
170617,01,2014-11-10,META,75.00000000
170617,01,2014-11-11,META,74.61000000
170617,01,2014-11-12,META,74.72000000
170617,01,2014-11-13,META,74.25000000
170617,01,2014-11-14,META,74.88000000
170617,01,2014-11-17,META,74.24000000
170617,01,2014-11-18,META,74.34000000
170617,01,2014-11-19,META,73.33000000
170617,01,2014-11-20,META,73.60000000
170617,01,2014-11-21,META,73.75000000
170617,01,2014-11-24,META,74.01000000
170617,01,2014-11-25,META,75.63000000
170617,01,2014-11-26,META,77.62000000
170617,01,2014-11-28,META,77.70000000
170617,01,2014-12-01,META,75.10000000
170617,01,2014-12-02,META,75.46000000
170617,01,2014-12-03,META,74.88000000
170617,01,2014-12-04,META,75.24000000
170617,01,2014-12-05,META,76.36000000
170617,01,2014-12-08,META,76.52000000
170617,01,2014-12-09,META,76.84000000
170617,01,2014-12-10,META,76.18000000
170617,01,2014-12-11,META,77.73000000
170617,01,2014-12-12,META,77.83000000
170617,01,2014-12-15,META,76.99000000
170617,01,2014-12-16,META,74.69000000
170617,01,2014-12-17,META,76.11000000
170617,01,2014-12-18,META,78.40000000
170617,01,2014-12-19,META,79.88000000
170617,01,2014-12-22,META,81.45000000
170617,01,2014-12-23,META,80.61000000
170617,01,2014-12-24,META,80.77000000
170617,01,2014-12-26,META,80.77500000
170617,01,2014-12-29,META,80.02000000
170617,01,2014-12-30,META,79.22000000
170617,01,2014-12-31,META,78.02000000
170617,01,2015-01-02,META,78.45000000
170617,01,2015-01-05,META,77.19000000
170617,01,2015-01-06,META,76.15000000
170617,01,2015-01-07,META,76.15000000
170617,01,2015-01-08,META,78.17500000
170617,01,2015-01-09,META,77.74000000
170617,01,2015-01-12,META,76.72000000
170617,01,2015-01-13,META,76.45000000
170617,01,2015-01-14,META,76.28000000
170617,01,2015-01-15,META,74.05000000
170617,01,2015-01-16,META,75.18000000
170617,01,2015-01-20,META,76.24000000
170617,01,2015-01-21,META,76.74000000
170617,01,2015-01-22,META,77.65000000
170617,01,2015-01-23,META,77.83000000
170617,01,2015-01-26,META,77.49500000
170617,01,2015-01-27,META,75.78000000
170617,01,2015-01-28,META,76.24000000
170617,01,2015-01-29,META,78.00000000
170617,01,2015-01-30,META,75.91000000
170617,01,2015-02-02,META,74.99000000
170617,01,2015-02-03,META,75.40000000
170617,01,2015-02-04,META,75.63000000
170617,01,2015-02-05,META,75.61500000
170617,01,2015-02-06,META,74.47000000
170617,01,2015-02-09,META,74.44000000
170617,01,2015-02-10,META,75.19000000
170617,01,2015-02-11,META,76.51000000
170617,01,2015-02-12,META,76.23000000
170617,01,2015-02-13,META,75.74000000
170617,01,2015-02-17,META,75.60000000
170617,01,2015-02-18,META,76.71000000
170617,01,2015-02-19,META,79.42000000
170617,01,2015-02-20,META,79.89500000
170617,01,2015-02-23,META,78.84000000
170617,01,2015-02-24,META,78.45000000
170617,01,2015-02-25,META,79.56000000
170617,01,2015-02-26,META,80.41000000
170617,01,2015-02-27,META,78.97000000
170617,01,2015-03-02,META,79.75000000
170617,01,2015-03-03,META,79.60000000
170617,01,2015-03-04,META,80.89500000
170617,01,2015-03-05,META,81.21000000
170617,01,2015-03-06,META,80.00500000
170617,01,2015-03-09,META,79.44000000
170617,01,2015-03-10,META,77.55000000
170617,01,2015-03-11,META,77.57000000
170617,01,2015-03-12,META,78.93000000
170617,01,2015-03-13,META,78.05000000
170617,01,2015-03-16,META,78.07000000
170617,01,2015-03-17,META,79.36500000
170617,01,2015-03-18,META,80.91000000
170617,01,2015-03-19,META,82.75000000
170617,01,2015-03-20,META,83.80000000
170617,01,2015-03-23,META,84.43000000
170617,01,2015-03-24,META,85.31000000
170617,01,2015-03-25,META,82.92000000
170617,01,2015-03-26,META,83.01000000
170617,01,2015-03-27,META,83.30000000
170617,01,2015-03-30,META,83.19500000
170617,01,2015-03-31,META,82.21500000
170617,01,2015-04-01,META,81.66500000
170617,01,2015-04-02,META,81.55500000
170617,01,2015-04-06,META,82.44000000
170617,01,2015-04-07,META,82.32000000
170617,01,2015-04-08,META,82.27500000
170617,01,2015-04-09,META,82.17000000
170617,01,2015-04-10,META,82.04000000
170617,01,2015-04-13,META,83.01000000
170617,01,2015-04-14,META,83.51500000
170617,01,2015-04-15,META,82.70500000
170617,01,2015-04-16,META,82.31000000
170617,01,2015-04-17,META,80.77500000
170617,01,2015-04-20,META,83.09000000
170617,01,2015-04-21,META,83.62000000
170617,01,2015-04-22,META,84.63000000
170617,01,2015-04-23,META,82.41000000
170617,01,2015-04-24,META,81.53000000
170617,01,2015-04-27,META,81.91000000
170617,01,2015-04-28,META,80.68000000
170617,01,2015-04-29,META,80.46500000
170617,01,2015-04-30,META,78.77000000
170617,01,2015-05-01,META,78.99000000
170617,01,2015-05-04,META,78.81000000
170617,01,2015-05-05,META,77.56000000
170617,01,2015-05-06,META,78.10000000
170617,01,2015-05-07,META,78.42500000
170617,01,2015-05-08,META,78.51000000
170617,01,2015-05-11,META,78.01000000
170617,01,2015-05-12,META,77.46000000
170617,01,2015-05-13,META,78.44000000
170617,01,2015-05-14,META,81.37000000
170617,01,2015-05-15,META,80.42000000
170617,01,2015-05-18,META,80.88000000
170617,01,2015-05-19,META,80.63000000
170617,01,2015-05-20,META,80.55000000
170617,01,2015-05-21,META,80.48000000
170617,01,2015-05-22,META,80.54000000
170617,01,2015-05-26,META,79.33500000
170617,01,2015-05-27,META,80.55000000
170617,01,2015-05-28,META,80.14500000
170617,01,2015-05-29,META,79.19000000
170617,01,2015-06-01,META,80.29000000
170617,01,2015-06-02,META,80.44500000
170617,01,2015-06-03,META,82.44000000
170617,01,2015-06-04,META,82.05000000
170617,01,2015-06-05,META,82.14000000
170617,01,2015-06-08,META,80.67000000
170617,01,2015-06-09,META,80.67000000
170617,01,2015-06-10,META,82.16000000
170617,01,2015-06-11,META,81.83000000
170617,01,2015-06-12,META,81.53000000
170617,01,2015-06-15,META,80.71000000
170617,01,2015-06-16,META,81.06000000
170617,01,2015-06-17,META,81.79000000
170617,01,2015-06-18,META,82.90500000
170617,01,2015-06-19,META,82.51000000
170617,01,2015-06-22,META,84.74000000
170617,01,2015-06-23,META,87.88000000
170617,01,2015-06-24,META,88.86000000
170617,01,2015-06-25,META,87.98000000
170617,01,2015-06-26,META,88.01000000
170617,01,2015-06-29,META,85.80000000
170617,01,2015-06-30,META,85.76500000
170617,01,2015-07-01,META,86.91000000
170617,01,2015-07-02,META,87.28500000
170617,01,2015-07-06,META,87.55000000
170617,01,2015-07-07,META,87.22000000
170617,01,2015-07-08,META,85.65000000
170617,01,2015-07-09,META,85.88000000
170617,01,2015-07-10,META,87.95000000
170617,01,2015-07-13,META,90.10000000
170617,01,2015-07-14,META,89.68000000
170617,01,2015-07-15,META,89.76000000
170617,01,2015-07-16,META,90.85000000
170617,01,2015-07-17,META,94.97000000
170617,01,2015-07-20,META,97.91000000
170617,01,2015-07-21,META,98.39000000
170617,01,2015-07-22,META,97.04000000
170617,01,2015-07-23,META,95.44000000
170617,01,2015-07-24,META,96.95000000
170617,01,2015-07-27,META,94.17000000
170617,01,2015-07-28,META,95.29000000
170617,01,2015-07-29,META,96.99000000
170617,01,2015-07-30,META,95.21000000
170617,01,2015-07-31,META,94.01000000
170617,01,2015-08-03,META,94.14000000
170617,01,2015-08-04,META,94.06000000
170617,01,2015-08-05,META,96.44000000
170617,01,2015-08-06,META,95.12000000
170617,01,2015-08-07,META,94.30000000
170617,01,2015-08-10,META,94.15000000
170617,01,2015-08-11,META,93.62000000
170617,01,2015-08-12,META,94.19000000
170617,01,2015-08-13,META,93.43000000
170617,01,2015-08-14,META,94.42000000
170617,01,2015-08-17,META,93.93000000
170617,01,2015-08-18,META,95.17000000
170617,01,2015-08-19,META,95.31000000
170617,01,2015-08-20,META,90.56000000
170617,01,2015-08-21,META,86.06000000
170617,01,2015-08-24,META,82.09000000
170617,01,2015-08-25,META,83.00000000
170617,01,2015-08-26,META,87.19000000
170617,01,2015-08-27,META,89.73000000
170617,01,2015-08-28,META,91.01000000
170617,01,2015-08-31,META,89.43000000
170617,01,2015-09-01,META,87.23000000
170617,01,2015-09-02,META,89.89000000
170617,01,2015-09-03,META,88.15000000
170617,01,2015-09-04,META,88.26000000
170617,01,2015-09-08,META,89.53000000
170617,01,2015-09-09,META,90.44000000
170617,01,2015-09-10,META,91.98000000
170617,01,2015-09-11,META,92.05000000
170617,01,2015-09-14,META,92.31000000
170617,01,2015-09-15,META,92.90000000
170617,01,2015-09-16,META,93.45000000
170617,01,2015-09-17,META,94.34000000
170617,01,2015-09-18,META,94.40000000
170617,01,2015-09-21,META,95.55000000
170617,01,2015-09-22,META,92.96000000
170617,01,2015-09-23,META,93.97000000
170617,01,2015-09-24,META,94.41000000
170617,01,2015-09-25,META,92.77000000
170617,01,2015-09-28,META,89.21000000
170617,01,2015-09-29,META,86.67000000
170617,01,2015-09-30,META,89.90000000
170617,01,2015-10-01,META,90.95000000
170617,01,2015-10-02,META,92.07000000
170617,01,2015-10-05,META,94.01000000
170617,01,2015-10-06,META,92.80000000
170617,01,2015-10-07,META,92.40000000
170617,01,2015-10-08,META,92.47000000
170617,01,2015-10-09,META,93.24000000
170617,01,2015-10-12,META,94.26000000
170617,01,2015-10-13,META,94.12000000
170617,01,2015-10-14,META,94.07000000
170617,01,2015-10-15,META,95.96000000
170617,01,2015-10-16,META,97.54000000
170617,01,2015-10-19,META,98.47000000
170617,01,2015-10-20,META,97.00000000
170617,01,2015-10-21,META,97.11000000
170617,01,2015-10-22,META,99.67000000
170617,01,2015-10-23,META,102.19000000
170617,01,2015-10-26,META,103.77000000
170617,01,2015-10-27,META,103.70000000
170617,01,2015-10-28,META,104.20000000
170617,01,2015-10-29,META,104.88000000
170617,01,2015-10-30,META,101.97000000
170617,01,2015-11-02,META,103.31000000
170617,01,2015-11-03,META,102.58000000
170617,01,2015-11-04,META,103.94000000
170617,01,2015-11-05,META,108.76000000
170617,01,2015-11-06,META,107.09500000
170617,01,2015-11-09,META,106.49000000
170617,01,2015-11-10,META,107.91000000
170617,01,2015-11-11,META,109.01000000
170617,01,2015-11-12,META,108.02000000
170617,01,2015-11-13,META,103.95000000
170617,01,2015-11-16,META,104.04000000
170617,01,2015-11-17,META,105.13000000
170617,01,2015-11-18,META,107.77000000
